Concelho,Nome_Entidade,Frequência [MHz],PAR [W],Raio [Km],Morada_Estação,Local_Estação,PS,PI,AF,Cobertura,Microcobertura,Desc_Operador,Latitude PlaGE,Longitude PlaGE,Latitude Corrigida,Longitude Corrigida,Coord Corrig.,Distrito,Concelho,Freguesia
Ponte de Lima,"Rádio e Televisão de Portugal, S.A.",     92.200000,500.000,33.2926313568806,PONTE DE LIMA,RENDUFE,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,41.859444444,-8.549722222,41.859444444,-8.549444444,Sim,Viana do Castelo,Ponte de Lima,"Labrujó, Rendufe e Vilar do Monte"
Ponte de Lima,"Rádio e Televisão de Portugal, S.A.",    104.900000,500.000,33.2926313568806,PONTE DE LIMA,RENDUFE,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,41.859444444,-8.549722222,41.859444444,-8.549444444,Sim,Viana do Castelo,Ponte de Lima,"Labrujó, Rendufe e Vilar do Monte"
Ponte de Lima,"Socirol - Sociedade de Radiodifuão Limiana, Lda.",     95.000000,1000.000,39.5918340867651,SÃO PEDRO DE ARCOS,SENHORA DO MINHO,ROL FM,80D6,N,Local,Não,,41.799722222,-8.687777778,41.819444444,-8.548333333,Sim,Viana do Castelo,Ponte de Lima,Estorãos
Ponte de Sor,"Rádio e Televisão de Portugal, S.A.",     93.600000,2999.991,52.1057448873363,SERRO DA GUARITA,MONTARGIL,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,39.076944444,-8.186944444,39.076944444,-8.186666667,Sim,Portalegre,Ponte de Sor,Montargil
Ponte de Sor,"Rádio e Televisão de Portugal, S.A.",     99.600000,2999.991,52.1057448873363,SERRO DA GUARITA,MONTARGIL,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,39.076944444,-8.186944444,39.076944444,-8.186666667,Sim,Portalegre,Ponte de Sor,Montargil
Ponte de Sor,"Rádio e Televisão de Portugal, S.A.",    105.000000,2999.991,52.1057448873363,SERRO DA GUARITA,MONTARGIL,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,39.076944444,-8.186944444,39.076944444,-8.186666667,Sim,Portalegre,Ponte de Sor,Montargil
Ponte de Sor,"Match FM Unipessoal, Lda.",     96.000000,2000.000,47.0828907919883,PEDRAS DO AMBRÓSIO,GALVEIAS,GOLO FM,8484.000,S,Local,Não,,39.165555556,-7.990277778,39.165,-7.991111111,Sim,Portalegre,Ponte de Sor,Galveias
Ponte de Sor,"Match FM Unipessoal, Lda.",    105.600000,50.000,18.721822436302,LUGAR DOS COVIS,PONTE DE SOR,GOLO FM,8484.000,S,Local,Sim,,39.233611111,-8.0075,39.233611111,-8.0075,Sim,Portalegre,Ponte de Sor,"Ponte de Sor, Tramaga e Vale de Açor"
Portalegre,"Rádio e Televisão de Portugal, S.A.",     97.900000,10000.000,70.4053433621716,Unnamed Road,Portalegre,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,39.308611111,-7.413888889,39.308611111,-7.413888889,Sim,Portalegre,Portalegre,Sé e São Lourenço
Portalegre,"Rádio e Televisão de Portugal, S.A.",     92.900000,10000.000,70.4053433621716,Unnamed Road,Portalegre,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,39.308611111,-7.413888889,39.308611111,-7.413888889,Sim,Portalegre,Portalegre,Sé e São Lourenço
Portalegre,"Rádio e Televisão de Portugal, S.A.",    102.800000,10000.000,70.4053433621716,Unnamed Road,Portalegre,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,39.308611111,-7.413888889,39.308611111,-7.413888889,Sim,Portalegre,Portalegre,Sé e São Lourenço
Portalegre,"Rádio Comercial, S.A.",     98.900000,10000.000,70.4053433621716,SERRA DE SÃO MAMEDE,PORTALEGRE,COMRCIAL,8203.000,S,Nacional,Não,Cobertura Nacional,39.306944444,-7.413333333,39.306944444,-7.413333333,Sim,Portalegre,Portalegre,Sé e São Lourenço
Portalegre,"Rádio Regional de Lisboa - Emissões de Radiodifusão, S.A.",    106.700000,10000.000,70.4053433621716,SÃO MAMEDE,PORTALEGRE,M80,8332.000,S,Regional,Não,Cobertura Regional Sul,39.306944444,-7.413333333,39.306944444,-7.413333333,Sim,Portalegre,Portalegre,Sé e São Lourenço
Portalegre,"Rádio Portalegre - Cooperativa de Rádio, Recreio e Animação, C.R.L.",    100.500000,2000.000,47.0828907919883,MARRADA ALTA,RIBEIRA DE NIZA,PORTLGRE,8452.000,S,Local,Não,,39.309722222,-7.412777778,39.307777778,-7.414722222,Sim,Portalegre,Portalegre,Sé e São Lourenço
Portalegre,"Rádio Portalegre - Cooperativa de Rádio, Recreio e Animação, C.R.L.",    104.500000,50.000,18.721822436302,CAPELA S. CRISTOVAO,SÃO CRISTÓVÃO,PORTLGRE,8452.000,S,Local,Sim,,39.291666667,-7.421111111,39.291944444,-7.421111111,Sim,Portalegre,Portalegre,Sé e São Lourenço
Portel,"97.5 FM - Rádio Portel, Unipessoal, Lda.",     97.500000,500.000,33.2926313568806,PORTEL,ALTO S. PEDRO,ESPRANCA,80D8,N,Local,Não,,38.333055556,-7.716111111,38.332222222,-7.716666667,Sim,Évora,Portel,Portel
Portimão,"Código Suplente, Lda",    106.500000,400.000,31.4862267474058,DEPÓSITO DE ÁGUA - BOAVISTA,PORTIMÃO,PORTIMAO,8034.000,N,Local,Não,,37.153333333,-8.543611111,37.153333333,-8.543611111,Não,Faro,Portimão,Portimão
Portimão,"Rádio Alvor, C.R.L.",     90.100000,1000.000,39.5918340867651,HOTEL DELFIM (TERRAÇO),ALVOR,ALVOR FM,80D7,N,Local,Não,,37.124444444,-8.579166667,37.124444444,-8.579166667,Não,Faro,Portimão,Alvor
Porto,"Radiodifusão, Publicidade e Espectáculos, Lda",     91.000000,1499.996,43.8155377411907,"RUA ALEGRIA, 582 - 8º",Porto,SBSR,80C4,N,Local,Não,,41.155555556,-8.6,41.155555556,-8.602222222,Sim,Porto,Porto,Bonfim
Porto de Mós,"Cincup - Cooperativa de Informação e Cultura Porto Mós, C.R.L.",    100.100000,500.000,33.2926313568806,MALHADA - SERRO VENTOSO,SERRA DOS CANDEEIROS,DOM FUAS,842B,S,Local,Não,,39.5725,-8.847777778,39.5725,-8.847777778,Não,Leiria,Porto de Mós,Serro Ventoso
Porto de Mós,"Rádio Cister - Cooperativa Regional de Serviços Radiofónicos, C.R.L.",     95.500000,1000.000,39.5918340867651,VALE GRANDE,SERRO VENTOSO,CFM,841A,S,Local,Não,,39.550833333,-8.865833333,39.549444444,-8.867222222,Sim,Leiria,Porto de Mós,Serro Ventoso
Porto Moniz,"Rádio e Televisão de Portugal, S.A.",    104.300000,1000.000,39.5918340867651,CABEÇO DA TERÇA,ACHADAS DA CRUZ,,,,Nacional,Não,Rede 1 de Cobertura Nacional,32.828333333,-17.198611111,32.831666667,-17.202222222,Sim,Madeira,Porto Moniz,Achadas da Cruz
Porto Moniz,"Rádio e Televisão de Portugal, S.A.",    105.000000,1000.000,39.5918340867651,CABEÇO DA TERÇA,ACHADAS DA CRUZ,,,,Nacional,Não,Rede 3 de Cobertura Nacional,32.828333333,-17.198611111,32.831666667,-17.202222222,Sim,Madeira,Porto Moniz,Achadas da Cruz
Porto Moniz,Adenorma - Associação de Desenvolvimento da Costa Norte da Madeira,    102.900000,500.000,33.2926313568806,PICO DA ASSUMADA,PORTO MONIZ,,,,Local,Não,,32.860833333,-17.176944444,32.858333333,-17.179166667,Sim,Madeira,Porto Moniz,Porto Moniz
Porto Santo,"Rádio e Televisão de Portugal, S.A.",    100.500000,10000.000,70.4053433621716,EIRAS,PORTO SANTO,,,,Nacional,Não,Rede 1 de Cobertura Nacional,33.063611111,-16.371666667,33.063611111,-16.371666667,Sim,Madeira Porto Santo,Porto Santo,Porto Santo
Porto Santo,"Rádio e Televisão de Portugal, S.A.",     96.500000,10000.000,70.4053433621716,EIRAS,PORTO SANTO,,,,Nacional,Não,Rede 3 de Cobertura Nacional,33.063611111,-16.371666667,33.063611111,-16.371666667,Sim,Madeira Porto Santo,Porto Santo,Porto Santo
Porto Santo,"Rádio e Televisão de Portugal, S.A.",    103.300000,10000.000,70.4053433621716,EIRAS,PORTO SANTO,,,,Nacional,Não,Rede 2 de Cobertura Nacional,33.063611111,-16.371666667,33.063611111,-16.371666667,Sim,Madeira Porto Santo,Porto Santo,Porto Santo
Porto Santo,"Betamar - Rádio Ilha Dourada, Lda.",     91.600000,500.000,33.2926313568806,PICO DO FACHO,PORTO SANTO,R. PRAIA,8000.000,N,Local,Não,,33.080555556,-16.318888889,33.084166667,-16.323055556,Sim,Madeira Porto Santo,Porto Santo,Porto Santo
Póvoa de Lanhoso,"CASTELO LANHOSO 2, Comunicação Social, Unipessoal, Lda.",     93.500000,1000.000,39.5918340867651,SERZEDELO,SÃO MAMEDE,NOV3CINC,80AF,N,Local,Não,,41.627777778,-8.246388889,41.6275,-8.246111111,Sim,Braga,Póvoa de Lanhoso,Calvos e Frades
Póvoa de Varzim,"Rádio Onda Viva, S.A.",     96.100000,2000.000,47.0828907919883,MONTE SÃO FELIX,LAUNDOS,ONDAVIVA,803F,N,Local,Não,,41.435277778,-8.714444444,41.435,-8.714722222,Sim,Porto,Póvoa de Varzim,Laundos
Povoação,"Rádio e Televisão de Portugal, S.A.",     93.600000,1000.000,39.5918340867651,SÃO MIGUEL,FURNAS,,,,Nacional,Não,Rede 1 de Cobertura Nacional,37.761388889,-25.318333333,37.763888889,-25.319722222,Não,Açores São Miguel,Povoação,Furnas
Povoação,"Rádio e Televisão de Portugal, S.A.",    102.800000,1000.000,39.5918340867651,SÃO MIGUEL,POVOAÇÃO,,,,Nacional,Não,Rede 1 de Cobertura Nacional,37.7475,-25.2475,37.748333333,-25.2475,Não,Açores São Miguel,Povoação,Povoação
Povoação,"Rádio e Televisão de Portugal, S.A.",     97.200000,500.000,33.2926313568806,SÃO MIGUEL,POVOAÇÃO,,,,Nacional,Não,Rede 2 de Cobertura Nacional,37.7475,-25.2475,37.748333333,-25.2475,Não,Açores São Miguel,Povoação,Povoação
Povoação,"Rádio e Televisão de Portugal, S.A.",     94.200000,1000.000,39.5918340867651,"SANTA BÁRBARA, SÃO MIGUEL",Povoação,,,,Nacional,Não,Rede 3 de Cobertura Nacional,37.7475,-25.2475,37.748333333,-25.2475,Não,Açores São Miguel,Povoação,Povoação
Povoação,"Costa & Osório, Unipessoal, Lda.",     94.500000,50.000,18.721822436302,SÃO MIGUEL,FURNAS,CANAL FM,847F,S,Local,Sim,,37.763888889,-25.319722222,37.763888889,-25.319722222,Não,Açores São Miguel,Povoação,Furnas
Praia da Vitória,"Rádio e Televisão de Portugal, S.A.",     99.700000,1000.000,39.5918340867651,TERCEIRA,SERRA DO CUME,,,,Nacional,Não,Rede 1 de Cobertura Nacional,38.710833333,-27.112777778,38.710833333,-27.112777778,Não,Açores Terceira,Praia da Vitória,Praia da Vitória (Santa Cruz)
Praia da Vitória,"Rádio e Televisão de Portugal, S.A.",     89.200000,1000.000,39.5918340867651,TERCEIRA,SERRA DO CUME,,,,Nacional,Não,Rede 2 de Cobertura Nacional,38.710833333,-27.112777778,38.710833333,-27.112777778,Não,Açores Terceira,Praia da Vitória,Praia da Vitória (Santa Cruz)
Praia da Vitória,"Rádio e Televisão de Portugal, S.A.",    103.900000,1000.000,39.5918340867651,TERCEIRA,SERRA DO CUME,,,,Nacional,Não,Rede 3 de Cobertura Nacional,38.710833333,-27.112777778,38.710833333,-27.112777778,Não,Açores Terceira,Praia da Vitória,Praia da Vitória (Santa Cruz)
Praia da Vitória,Estado-Maior da Força Aérea,     93.500000,150.000,24.639303983528,PRAIA DA VICTÓRIA,AEROPORTO DAS LAJES,LAJES FM,80C4,N,Local,Não,,38.766666667,-27.085,38.766666667,-27.085,Não,Açores Terceira,Praia da Vitória,Lajes
Praia da Vitória,ESTADO MAIOR GENERAL  FORCAS ARMADAS,     96.100000,149.969,24.6380308541504,,Aeroporto das Lajes,,,,Local,Não,,38.753611111,-27.071944444,38.753611111,-27.071944444,Não,Açores Terceira,Praia da Vitória,Praia da Vitória (Santa Cruz)
Praia da Vitória,Rádio Clube de Angra,     94.700000,50.000,18.721822436302,SERRA DO CUME,SERRA DO CUME,RC ANGRA,8409.000,S,Local,Sim,,38.709722222,-27.111111111,38.709722222,-27.111111111,Não,Açores Terceira,Praia da Vitória,Praia da Vitória (Santa Cruz)
Praia da Vitória,"Ciclone - Publicações e Difusões, Lda.",     98.100000,50.000,18.721822436302,FONTE DO BASTADO,SERRA DO CUME,HORIZONT,8436.000,S,Local,Sim,,38.711388889,-27.113055556,38.711388889,-27.113055556,Não,Açores Terceira,Praia da Vitória,Praia da Vitória (Santa Cruz)
Praia da Vitória,"Rádio Ilha, Lda.",     92.400000,50.000,18.721822436302,FONTE DO BASTARDO,SERRA DO CUME,_T_O_P_,8413.000,S,Local,Sim,,38.711388889,-27.113055556,38.711388889,-27.113055556,Não,Açores Terceira,Praia da Vitória,Praia da Vitória (Santa Cruz)
Praia da Vitória,"Rádio Ilha, Lda.",     96.600000,50.000,18.721822436302,,Quatro Ribeiras,_T_O_P_,8413.000,S,Local,Sim,,38.788611111,-27.214444444,38.788611111,-27.214444444,Não,Açores Terceira,Praia da Vitória,Quatro Ribeiras
Redondo,"Rádio e Televisão de Portugal, S.A.",     88.400000,2000.000,47.0828907919883,GENS - REDONDO,SERRA DE OSSA,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,38.739166667,-7.583333333,38.739166667,-7.583333333,Sim,Évora,Redondo,Redondo
Redondo,"Rádio e Televisão de Portugal, S.A.",     95.000000,500.000,33.2926313568806,GENS - REDONDO,SERRA DE OSSA,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,38.739166667,-7.583333333,38.739166667,-7.583333333,Sim,Évora,Redondo,Redondo
Redondo,"Rádio e Televisão de Portugal, S.A.",    102.100000,500.000,33.2926313568806,GENS - REDONDO,SERRA DE OSSA,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,38.739166667,-7.583333333,38.739166667,-7.583333333,Sim,Évora,Redondo,Redondo
Redondo,"Rádio Renascença, Lda.",     98.500000,2000.000,47.0828907919883,ALTO S. GENS,SERRA DE OSSA,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,38.738888889,-7.583611111,38.738888889,-7.583333333,Sim,Évora,Redondo,Redondo
Redondo,"Rádio Renascença, Lda.",     89.700000,2000.000,47.0828907919883,ALTO S. GENS,SERRA DE OSSA,RFM,8231.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,38.738888889,-7.583611111,38.738888889,-7.583333333,Sim,Évora,Redondo,Redondo
Redondo,"Rádio Despertar - Voz de Estremoz, C.R.L.",     94.500000,2000.000,47.0828907919883,,SERRA DE OSSA,ESTREMOZ,801D,N,Local,Não,,38.7375,-7.5825,38.739166667,-7.583888889,Sim,Évora,Redondo,Redondo
Redondo,"Rádio Clube de Redondo, C.R.L.",     97.200000,500.000,33.2926313568806,ALTO S. GENS,SERRA DE OSSA,CIDAD AL,80F1,N,Local,Não,,38.7375,-7.5825,38.738888889,-7.583611111,Sim,Évora,Redondo,Redondo
Reguengos de Monsaraz,"Unirádio - União de Cooperativas do Concelho de Reguengos, U.C.R.L.",     99.000000,500.000,33.2926313568806,OUTEIRO DO BARRO,Reguengos de Monsaraz,UNIRÁDIO,8066.000,N,Local,Não,,38.437222222,-7.55,38.437777778,-7.548611111,Sim,Évora,Reguengos de Monsaraz,Reguengos de Monsaraz
Resende,"Emissora Regional de Resende, Lda.",    104.900000,500.000,33.2926313568806,MONTE SÃO CRISTOVÃO,RESENDE,RESENDE,80C0,N,Local,Não,,41.050833333,-7.929166667,41.050555556,-7.929166667,Sim,Viseu,Resende,Felgueiras e Feirão
Ribeira Brava,"Rádio e Televisão de Portugal, S.A.",    105.600000,1000.000,39.5918340867651,LOMBO CESTEIRO,Ribeira Brava,,,,Nacional,Não,Rede 1 de Cobertura Nacional,32.680555556,-17.057777778,32.683611111,-17.060555556,Sim,Madeira,Ribeira Brava,Ribeira Brava
Ribeira Brava,"Rádio e Televisão de Portugal, S.A.",    103.100000,1000.000,39.5918340867651,LOMBO CESTEIRO,Ribeira Brava,,,,Nacional,Não,Rede 3 de Cobertura Nacional,32.680555556,-17.057777778,32.683611111,-17.060555556,Sim,Madeira,Ribeira Brava,Ribeira Brava
Ribeira Brava,"Rádio e Televisão de Portugal, S.A.",     90.800000,299.999,29.3012111881995,SÃO VICENTE,ENCUMEADA,,,,Nacional,Não,Rede 3 de Cobertura Nacional,32.751666667,-17.013888889,32.753333333,-17.017222222,Sim,Madeira,Ribeira Brava,Serra de Água
Ribeira Brava,"Rádio e Televisão de Portugal, S.A.",     93.100000,299.999,29.3012111881995,SÃO VICENTE,ENCUMEADA,,,,Nacional,Não,Rede 1 de Cobertura Nacional,32.751666667,-17.013888889,32.753333333,-17.017222222,Sim,Madeira,Ribeira Brava,Serra de Água
Ribeira de Pena,"Basminho - Publicidade, Lda.",    107.300000,50.000,18.721822436302,RIBEIRA DE PENA,BUSTELO,VOZBASTO,84B8,S,Local,Sim,,41.511111111,-7.771388889,41.509444444,-7.774166667,Sim,Vila Real,Ribeira de Pena,Salvador e Santo Aleixo de Além-Tâmega
Ribeira Grande,"Pacheco e Freitas, Lda.",    105.000000,500.000,33.2926313568806,,PICO DA BARROSA,,,,Local,Não,,37.766666667,-25.498888889,37.766666667,-25.498888889,Não,Açores São Miguel,Ribeira Grande,Ribeira Seca
Ribeira Grande,"Cooperativa do Ramo de Cultura Denominada Ecos do Norte, C.R.L.",     89.100000,50.000,18.721822436302,RIBEIRINHA - RIBEIRA GRANDE,FAROL PONTA CINTRÃO,RNC,8405.000,S,Local,Sim,,37.845277778,-25.489444444,37.845277778,-25.489444444,Não,Açores São Miguel,Ribeira Grande,Ribeirinha
Rio Maior,"RÁDIO MAIOR - Publicidade e Comunicação, Lda.",     92.600000,1000.000,39.5918340867651,ALCOBERTAS,SERRA DOS CANDEEIROS,MEGA RM,8467.000,S,Local,Não,,39.4325,-8.920277778,39.4325,-8.920277778,Não,Santarém,Rio Maior,Alcobertas
Rio Maior,"RÁDIO MAIOR - Publicidade e Comunicação, Lda.",     99.500000,50.000,18.721822436302,CONDE,RIO MAIOR,MEGA RM,8467.000,S,Local,Sim,,39.371666667,-8.956388889,39.371666667,-8.956388889,Não,Santarém,Rio Maior,Rio Maior
Rio Maior,"Rádio Hiper FM, Lda.",    104.600000,1000.000,39.5918340867651,ALCOBERTAS,SERRA DOS CANDEEIROS,HIPER FM,8035.000,N,Local,Não,,39.4325,-8.920277778,39.4325,-8.920277778,Não,Santarém,Rio Maior,Alcobertas
Sabrosa,"RVE - Sociedade Radiofónica, Lda.",     99.000000,50.000,18.721822436302,SABROSA,SÃO DOMINGOS,SALSIANA,84FE,S,Local,Sim,,41.204722222,-7.601111111,41.205277778,-7.599722222,Sim,Vila Real,Sabrosa,Covas do Douro
Sabugal,"Beiras FM - Radiodifusão e Publicidade, Unipessoal, Lda.",     96.800000,500.000,33.2926313568806,"MOSTEIRO, SANTO ESTEVÃO",Sabugal,M80SABUG,80F9,N,Local,Não,,40.311666667,-7.143333333,40.311666667,-7.143333333,Não,Guarda,Sabugal,Santo Estêvão e Moita
Salvaterra de Magos,Clube Cultural Rádio Marinhais,    102.500000,1000.000,39.5918340867651,DEPOSITO DE AGUA,SALVATERRA DE MAGOS,MARNHAIS,800.000,N,Local,Não,,39.048055556,-8.744166667,39.048055556,-8.744166667,Não,Santarém,Salvaterra de Magos,Salvaterra de Magos e Foros de Salvaterra
Santa Cruz,"Rádio e Televisão de Portugal, S.A.",     91.300000,1000.000,39.5918340867651,,GAULA,,,,Nacional,Não,Rede 3 de Cobertura Nacional,32.675833333,-16.817222222,32.675,-16.820555556,Sim,Madeira,Santa Cruz,Gaula
Santa Cruz,"Rádio e Televisão de Portugal, S.A.",     98.500000,1000.000,39.5918340867651,,GAULA,,,,Nacional,Não,Rede 1 de Cobertura Nacional,32.675833333,-16.817222222,32.675,-16.820555556,Sim,Madeira,Santa Cruz,Gaula
Santa Cruz,"Rádio e Televisão de Portugal, S.A.",    106.300000,2999.991,52.1057448873363,,GAULA,,,,Nacional,Não,Rede 2 de Cobertura Nacional,32.675833333,-16.817222222,32.675,-16.820555556,Sim,Madeira,Santa Cruz,Gaula
Santa Cruz,"Rádio e Televisão de Portugal, S.A.",    101.600000,500.000,33.2926313568806,SÍTIO DOS MOINHOS - PICO DE ÁGUA,CANIÇO,,,,Nacional,Não,Rede 1 de Cobertura Nacional,32.656944444,-16.833611111,32.660277778,-16.833888889,Sim,Madeira,Santa Cruz,Caniço
Santa Cruz,"Rádio e Televisão de Portugal, S.A.",     99.000000,500.000,33.2926313568806,SÍTIO DOS MOINHOS - PICO DE ÁGUA,CANIÇO,,,,Nacional,Não,Rede 2 de Cobertura Nacional,32.656944444,-16.833611111,32.660277778,-16.833888889,Sim,Madeira,Santa Cruz,Caniço
Santa Cruz,"Rádio e Televisão de Portugal, S.A.",     89.300000,500.000,33.2926313568806,SÍTIO DOS MOINHOS - PICO DE ÁGUA,CANIÇO,,,,Nacional,Não,Rede 3 de Cobertura Nacional,32.656944444,-16.833611111,32.660277778,-16.833888889,Sim,Madeira,Santa Cruz,Caniço
Santa Cruz,"Ramos, Marques e Vasconcelos, Lda.",     96.100000,500.000,33.2926313568806,PICO DOS EIROZES,GAULA,PALMEIRA,8022.000,N,Local,Não,,32.687222222,-16.833055556,32.687222222,-16.833055556,Sim,Madeira,Santa Cruz,Santa Cruz
Santa Cruz,"Rádio Renascença, Lda.",     88.000000,43999.729,101.968990847879,,PICO DO SILVA,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,32.690555556,-16.874444444,32.690277778,-16.874444444,Sim,Madeira,Santa Cruz,Camacha
Santa Cruz,"Rádio Renascença, Lda.",     93.600000,43999.729,101.968990847879,,PICO DO SILVA,RFM,8231.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,32.690555556,-16.874444444,32.690277778,-16.874444444,Sim,Madeira,Santa Cruz,Camacha
Santa Cruz da Graciosa,"Rádio e Televisão de Portugal, S.A.",     97.000000,1000.000,39.5918340867651,GRACIOSA,PICO DO JARDIM,,,,Nacional,Não,Rede 1 de Cobertura Nacional,39.084444444,-28.02,39.084444444,-28.02,Não,Açores Graciosa,Santa Cruz da Graciosa,Santa Cruz da Graciosa
Santa Cruz da Graciosa,"Sociedade de Radiodifusão Graciosense, Lda.",    107.900000,500.000,33.2926313568806,,SERRA BRANCA,GRACIOSA,80.000,N,Local,Não,,39.038055556,-28.031388889,39.035833333,-28.029166667,Sim,Açores Graciosa,Santa Cruz da Graciosa,Guadalupe
Santa Cruz da Graciosa,"Cooperativa de Difusão Cultural Jorgense, CRL.",     92.200000,50.000,18.721822436302,CANADA DOS PADRES - LUZ,SANTA CRUZ DA GRACIOSA,R.LUMENA,8406.000,S,Local,Sim,,39.033611111,-27.983333333,39.02,-27.9925,Não,Açores Graciosa,Santa Cruz da Graciosa,São Mateus
Santa Cruz das Flores,"Rádio e Televisão de Portugal, S.A.",     99.800000,1000.000,39.5918340867651,SANTA CRUZ DAS FLORES,MONTE DAS CRUZES,,,,Nacional,Não,Rede 1 de Cobertura Nacional,39.451388889,-31.136388889,39.451388889,-31.136388889,Não,Açores Flores,Santa Cruz das Flores,Santa Cruz das Flores
Santa Cruz das Flores,"Rádio e Televisão de Portugal, S.A.",     93.500000,1000.000,39.5918340867651,ILHA DAS FLORES,MORRO ALTO,,,,Nacional,Não,Rede 1 de Cobertura Nacional,39.463611111,-31.220555556,39.463333333,-31.22,Sim,Açores Flores,Santa Cruz das Flores,Santa Cruz das Flores
Santa Cruz das Flores,"Rádio e Televisão de Portugal, S.A.",     91.900000,1000.000,39.5918340867651,ILHA DAS FLORES,MORRO ALTO,,,,Nacional,Não,Rede 2 de Cobertura Nacional,39.462777778,-31.216666667,39.462777778,-31.216666667,Não,Açores Flores,Santa Cruz das Flores,Santa Cruz das Flores
Santa Cruz das Flores,"Rádio e Televisão de Portugal, S.A.",     97.400000,1000.000,39.5918340867651,SANTA CRUZ DAS FLORES,MONTE DAS CRUZES,,,,Nacional,Não,Rede 2 de Cobertura Nacional,39.451388889,-31.136388889,39.451388889,-31.136388889,Não,Açores Flores,Santa Cruz das Flores,Santa Cruz das Flores
Santa Cruz das Flores,"Rádio e Televisão de Portugal, S.A.",     87.600000,299.999,29.3012111881995,FLORES,Ponta Ruiva,,,,Nacional,Não,Rede 1 de Cobertura Nacional,39.499444444,-31.158888889,39.499444444,-31.158888889,Não,Açores Flores,Santa Cruz das Flores,Cedros
